MANAGER_PERSON_NUMBER;CONTEST_CODE;TOURNAMENT_CODE;CONTEST_DATE;PLAN_VALUE;FACT_VALUE;priority_type
91000380000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;1.60000;1
91000400000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;2.80000;1
91000180000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;3.40000;1
91000550000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;6.60000;1
91000130000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;6.60000;1
91000420000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;4.80000;1
91000700000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;9.20000;1
91000160000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;6.80000;1
91000440000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;9.20000;1
91000520000000000000;01_2025-0_10-5_4;t_01_2025-0_10-5_4_4001;2025-08-21;0.00000;10.20000;1
91000180000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;2.40000;1
91000440000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;3.00000;1
91000700000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;4.40000;1
91000540000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;4.80000;1
91000520000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;5.60000;1
91000400000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;5.40000;1
91000160000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;5.20000;1
91000550000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;6.60000;1
91000130000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;9.40000;1
91000420000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;9.60000;1
91000380000000000000;01_2025-0_10-5_6;t_01_2025-0_10-5_6_4001;2025-08-21;0.00000;9.20000;1
90200389038200000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;2.60000;1
90200389038400000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;1.40000;1
90200389038100000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;2.40000;1
90200389038300000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;4.80000;1
90200389038500000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;4.80000;1
90200389038600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;4.80000;1
90200389038400000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;1.00000;1
90200389038300000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;4.20000;1
90200389038200000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;2.00000;1
90200389038600000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;3.20000;1
90200389038100000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;5.40000;1
90200389038500000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;5.00000;1
90200389038200000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;1.80000;1
90200540699100000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;5.40000;1
90200700863500000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;3.20000;1
90200550960000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;8.40000;1
90200520523000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;7.60000;1
90200440864600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;7.80000;1
90200550950000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;9.80000;1
90200540862300000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;11.40000;1
90200520522100000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;7.60000;1
90200520861900000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;10.20000;1
90200550862700000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;10.60000;1
90200400102600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;8.80000;1
90200160594000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;10.20000;1
90200700907000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;14.20000;1
90200180858600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;13.60000;1
90200160864700000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;18.00000;1
90200130901300000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;11.80000;1
90200550863700000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;16.00000;1
90200440864400000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;20.80000;1
90200160859700000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;17.80000;1
90200400860400000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;20.20000;1
90200160859800000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;19.40000;1
90200540862100000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;15.80000;1
90200400001700000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;21.80000;1
90200400102400000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;29.20000;1
90200420861000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;24.40000;1
90200440863400000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;25.20000;1
90200400102300000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;29.20000;1
90200420861800000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;27.80000;1
90200180860300000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;28.20000;1
90200440861500000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;28.20000;1
90200160700300000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;25.60000;1
90200400102500000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;28.60000;1
90200440804700000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;31.40000;1
90200130859200000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;32.00000;1
90200420904200000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;33.80000;1
90200540862200000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;31.80000;1
90200420698400000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;35.20000;1
90200130901300000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;7.20000;1
90200540699100000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;3.80000;1
90200520523000000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;4.20000;1
90200400102600000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;4.00000;1
90200400860400000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;13.60000;1
90200180858600000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;6.60000;1
90200550960000000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;12.00000;1
90200700907000000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;14.40000;1
90200400102400000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;9.20000;1
90200160859700000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;7.80000;1
90200420904200000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;15.60000;1
90200540862300000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;18.60000;1
90200550950000000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;19.20000;1
90200400102500000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;5.80000;1
90200180860300000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;12.80000;1
90200160859800000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;12.80000;1
90200520861900000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;13.20000;1
90200160594000000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;16.20000;1
90200440804700000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;17.80000;1
90200160864700000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;23.40000;1
90200550863700000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;24.60000;1
90200420861000000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;15.40000;1
90200130859200000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;21.40000;1
90200420698400000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;20.20000;1
90200440864600000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;29.20000;1
90200400001700000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;22.00000;1
90200400102300000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;30.20000;1
90200540862200000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;28.80000;1
90200700863500000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;27.60000;1
90200540862100000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;28.60000;1
90200440864400000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;27.00000;1
90200160700300000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;30.40000;1
90200550862700000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;29.60000;1
90200420861800000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;30.60000;1
90200440863400000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;31.40000;1
90200440861500000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;32.20000;1
90200520522100000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;32.20000;1
90200540862100000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;3.60000;1
90200440804700000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;6.00000;1
90200550960000000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;6.40000;1
90200540862300000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;9.40000;1
90200520523000000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;5.00000;1
90200540699100000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;7.60000;1
90200160864700000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;14.80000;1
90200520861900000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;10.00000;1
90200160594000000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;14.00000;1
90200180860300000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;10.40000;1
90200440863400000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;20.40000;1
90200160859700000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;17.00000;1
90200420861800000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;13.40000;1
90200520522100000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;14.80000;1
90200400860400000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;14.80000;1
90200700863500000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;12.80000;1
90200550862700000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;19.20000;1
90200180858600000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;14.40000;1
90200400102300000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;23.80000;1
90200420861000000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;21.00000;1
90200440864600000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;17.80000;1
90200440861500000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;21.20000;1
90200160700300000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;9.20000;1
90200700907000000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;25.60000;1
90200440864400000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;25.20000;1
90200400001700000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;27.00000;1
90200160859800000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;23.40000;1
90200400102600000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;21.80000;1
90200540862200000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;26.60000;1
90200550863700000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;25.80000;1
90200130901300000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;29.60000;1
90200420698400000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;34.80000;1
90200550950000000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;28.60000;1
90200130859200000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;31.40000;1
90200400102500000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;30.20000;1
90200400102400000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;33.40000;1
90200420904200000000;01_2025-0_10-5_5;t_01_2025-0_10-5_5_4001;2025-08-21;0.00000;30.40000;1
90200400860600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;6.60000;1
90200540862500000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;5.20000;1
90200520859000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;9.00000;1
90200160836900000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;5.00000;1
90200550861700000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;10.60000;1
90200550862600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;6.00000;1
90200700855600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;7.00000;1
90200400860700000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;11.40000;1
90200400863900000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;12.80000;1
90200550863000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;7.80000;1
90200180860100000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;15.00000;1
90200400860900000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;12.60000;1
90200550862900000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;12.20000;1
90200130859400000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;14.80000;1
90200400860500000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;13.60000;1
90200420861200000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;17.60000;1
90200400864000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;13.40000;1
90200420861300000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;14.80000;1
90200550862800000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;19.20000;1
90200130859600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;20.00000;1
90200440861600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;21.40000;1
90200420861100000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;16.20000;1
90200160859900000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;24.20000;1
90200540862400000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;22.80000;1
90200700856700000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;24.20000;1
90200130859500000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;26.80000;1
90200400860800000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;22.20000;1
90200550863800000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;24.40000;1
90200540858800000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;25.80000;1
90200700863600000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;28.00000;1
90200420858900000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;29.80000;1
90200130859300000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;30.80000;1
90200180860000000000;01_2025-0_10-5_1;t_01_2025-0_10-5_1_4001;2025-08-21;0.00000;28.80000;1
90200550861700000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;4.60000;1
90200400860600000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;8.20000;1
90200130859300000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;6.60000;1
90200550862600000000;01_2025-0_10-5_3;t_01_2025-0_10-5_3_4001;2025-08-21;0.00000;6.00000;1
